time,att_x,att_y,att_z,pos_x,pos_y,pos_z
4.407917,0.010618,-0.000871,-0.048010,7001.790311,-1198.735815,9.918861
4.419426,0.056259,-0.128937,-0.085889,0.000000,0.000000,0.000000
4.429488,0.012523,0.156474,-0.084602,0.000000,0.000000,0.000000
4.442023,-0.027765,0.192147,0.043446,7001.912929,-1198.416892,10.021153
4.452699,0.000427,-0.172362,0.018175,0.000000,0.000000,0.000000
4.464211,-0.215025,0.037949,0.053846,7001.822558,-1198.652449,9.931410
4.476758,-0.079380,-0.085741,0.063228,0.000000,0.000000,0.000000
4.489310,-0.065370,-0.050473,0.000475,7001.958050,-1198.583300,10.011339
4.501753,-0.016144,-0.056215,0.069927,0.000000,0.000000,0.000000
4.513347,0.044960,0.032912,-0.022950,0.000000,0.000000,0.000000
4.525886,0.014217,0.070853,0.021000,7001.956927,-1198.618720,10.168706
4.538433,0.176057,0.079704,-0.041141,0.000000,0.000000,0.000000
4.550980,-0.104350,0.088994,-0.158563,7001.981841,-1198.602810,9.983733
4.563522,0.015405,-0.037449,-0.029962,0.000000,0.000000,0.000000
4.576062,-0.065513,0.065533,0.124951,7002.021088,-1198.529237,10.099241
4.586445,0.071815,-0.014952,-0.036573,0.000000,0.000000,0.000000
4.599164,0.074163,-0.093605,-0.144416,7001.949193,-1198.638972,9.921958
4.609627,0.111732,-0.137650,0.161066,0.000000,0.000000,0.000000
4.620776,0.129224,0.103642,-0.199595,0.000000,0.000000,0.000000
4.633321,0.106752,0.217832,0.179113,7002.053850,-1198.693803,10.031445
4.645875,-0.219428,-0.026516,0.006376,0.000000,0.000000,0.000000
4.656829,-0.109081,0.041931,0.164183,7002.125709,-1198.704582,10.016664
4.669361,-0.003758,0.002774,0.064302,0.000000,0.000000,0.000000
4.681892,-0.122031,0.006007,-0.161444,7001.898385,-1198.687754,9.970061
4.693575,-0.018755,-0.221419,0.104158,0.000000,0.000000,0.000000
4.706169,0.094332,0.082756,0.010522,0.000000,0.000000,0.000000
4.718412,0.128411,-0.018598,0.093423,7001.811329,-1198.400662,9.979381
4.729452,0.149739,-0.121192,-0.139259,0.000000,0.000000,0.000000
4.741994,-0.012874,-0.045140,-0.045067,7002.095833,-1198.462127,10.148309
4.752691,0.231647,0.043860,0.022232,0.000000,0.000000,0.000000
4.765229,0.049334,0.095695,0.247047,7002.259975,-1198.512141,9.808489
4.777197,-0.050705,0.023340,-0.005244,0.000000,0.000000,0.000000
4.789742,0.029008,0.129472,0.010461,7002.033756,-1198.548232,10.068812
4.802327,0.048896,-0.055884,-0.064972,0.000000,0.000000,0.000000
4.812397,0.092558,-0.016793,-0.081086,0.000000,0.000000,0.000000
4.822729,0.113024,-0.047826,0.007959,7001.932141,-1198.622023,9.801384
4.835080,-0.102234,0.039758,0.255639,0.000000,0.000000,0.000000
4.847532,0.114164,0.056497,-0.107185,7001.958649,-1198.682092,10.005190
4.860086,-0.048044,0.025226,0.018529,0.000000,0.000000,0.000000
4.872621,0.035913,-0.163019,-0.090495,7002.213952,-1198.530104,10.026741
4.882882,0.105519,0.088125,0.044291,0.000000,0.000000,0.000000
4.895424,0.066790,0.057684,-0.112094,7002.151159,-1198.622312,10.066044
4.905586,-0.025664,-0.059494,-0.044122,0.000000,0.000000,0.000000
4.918127,0.108300,-0.008797,0.014939,0.000000,0.000000,0.000000
4.929313,-0.132071,-0.074670,-0.105896,7002.198178,-1198.443660,10.037989
4.941860,-0.119724,0.055326,-0.134851,0.000000,0.000000,0.000000
4.952740,0.072831,-0.155398,0.066995,7002.118243,-1198.498308,10.073275
4.965297,0.189213,-0.062108,-0.041034,0.000000,0.000000,0.000000
4.977190,0.170568,0.120192,0.039139,7002.046175,-1198.452159,10.031020
4.989232,-0.027482,0.068028,0.086878,0.000000,0.000000,0.000000
5.001822,-0.074841,0.171587,0.113059,7002.224559,-1198.524913,9.921887
5.012706,-0.125153,-0.168605,-0.155233,0.000000,0.000000,0.000000
5.025260,0.116510,-0.021255,0.123696,0.000000,0.000000,0.000000
5.036378,0.021000,-0.051749,0.082173,7002.160569,-1198.576607,9.989682
5.048187,-0.133932,0.087512,0.168661,0.000000,0.000000,0.000000
5.060728,-0.153041,-0.024079,-0.133346,7002.293816,-1198.797847,9.815005
